"","tipo_de_cooperativa","estado"
"1","1.Consumidor","1.São Paulo"
"2","1.Consumidor","1.São Paulo"
"3","1.Consumidor","1.São Paulo"
"4","1.Consumidor","1.São Paulo"
"5","1.Consumidor","1.São Paulo"
"6","1.Consumidor","1.São Paulo"
"7","1.Consumidor","1.São Paulo"
"8","1.Consumidor","1.São Paulo"
"9","1.Consumidor","1.São Paulo"
"10","1.Consumidor","1.São Paulo"
"11","1.Consumidor","1.São Paulo"
"12","1.Consumidor","1.São Paulo"
"13","1.Consumidor","1.São Paulo"
"14","1.Consumidor","1.São Paulo"
"15","1.Consumidor","1.São Paulo"
"16","1.Consumidor","1.São Paulo"
"17","1.Consumidor","1.São Paulo"
"18","1.Consumidor","1.São Paulo"
"19","1.Consumidor","1.São Paulo"
"20","1.Consumidor","1.São Paulo"
"21","1.Consumidor","1.São Paulo"
"22","1.Consumidor","1.São Paulo"
"23","1.Consumidor","1.São Paulo"
"24","1.Consumidor","1.São Paulo"
"25","1.Consumidor","1.São Paulo"
"26","1.Consumidor","1.São Paulo"
"27","1.Consumidor","1.São Paulo"
"28","1.Consumidor","1.São Paulo"
"29","1.Consumidor","1.São Paulo"
"30","1.Consumidor","1.São Paulo"
"31","1.Consumidor","1.São Paulo"
"32","1.Consumidor","1.São Paulo"
"33","1.Consumidor","1.São Paulo"
"34","1.Consumidor","1.São Paulo"
"35","1.Consumidor","1.São Paulo"
"36","1.Consumidor","1.São Paulo"
"37","1.Consumidor","1.São Paulo"
"38","1.Consumidor","1.São Paulo"
"39","1.Consumidor","1.São Paulo"
"40","1.Consumidor","1.São Paulo"
"41","1.Consumidor","1.São Paulo"
"42","1.Consumidor","1.São Paulo"
"43","1.Consumidor","1.São Paulo"
"44","1.Consumidor","1.São Paulo"
"45","1.Consumidor","1.São Paulo"
"46","1.Consumidor","1.São Paulo"
"47","1.Consumidor","1.São Paulo"
"48","1.Consumidor","1.São Paulo"
"49","1.Consumidor","1.São Paulo"
"50","1.Consumidor","1.São Paulo"
"51","1.Consumidor","1.São Paulo"
"52","1.Consumidor","1.São Paulo"
"53","1.Consumidor","1.São Paulo"
"54","1.Consumidor","1.São Paulo"
"55","1.Consumidor","1.São Paulo"
"56","1.Consumidor","1.São Paulo"
"57","1.Consumidor","1.São Paulo"
"58","1.Consumidor","1.São Paulo"
"59","1.Consumidor","1.São Paulo"
"60","1.Consumidor","1.São Paulo"
"61","1.Consumidor","1.São Paulo"
"62","1.Consumidor","1.São Paulo"
"63","1.Consumidor","1.São Paulo"
"64","1.Consumidor","1.São Paulo"
"65","1.Consumidor","1.São Paulo"
"66","1.Consumidor","1.São Paulo"
"67","1.Consumidor","1.São Paulo"
"68","1.Consumidor","1.São Paulo"
"69","1.Consumidor","1.São Paulo"
"70","1.Consumidor","1.São Paulo"
"71","1.Consumidor","1.São Paulo"
"72","1.Consumidor","1.São Paulo"
"73","1.Consumidor","1.São Paulo"
"74","1.Consumidor","1.São Paulo"
"75","1.Consumidor","1.São Paulo"
"76","1.Consumidor","1.São Paulo"
"77","1.Consumidor","1.São Paulo"
"78","1.Consumidor","1.São Paulo"
"79","1.Consumidor","1.São Paulo"
"80","1.Consumidor","1.São Paulo"
"81","1.Consumidor","1.São Paulo"
"82","1.Consumidor","1.São Paulo"
"83","1.Consumidor","1.São Paulo"
"84","1.Consumidor","1.São Paulo"
"85","1.Consumidor","1.São Paulo"
"86","1.Consumidor","1.São Paulo"
"87","1.Consumidor","1.São Paulo"
"88","1.Consumidor","1.São Paulo"
"89","1.Consumidor","1.São Paulo"
"90","1.Consumidor","1.São Paulo"
"91","1.Consumidor","1.São Paulo"
"92","1.Consumidor","1.São Paulo"
"93","1.Consumidor","1.São Paulo"
"94","1.Consumidor","1.São Paulo"
"95","1.Consumidor","1.São Paulo"
"96","1.Consumidor","1.São Paulo"
"97","1.Consumidor","1.São Paulo"
"98","1.Consumidor","1.São Paulo"
"99","1.Consumidor","1.São Paulo"
"100","1.Consumidor","1.São Paulo"
"101","1.Consumidor","1.São Paulo"
"102","1.Consumidor","1.São Paulo"
"103","1.Consumidor","1.São Paulo"
"104","1.Consumidor","1.São Paulo"
"105","1.Consumidor","1.São Paulo"
"106","1.Consumidor","1.São Paulo"
"107","1.Consumidor","1.São Paulo"
"108","1.Consumidor","1.São Paulo"
"109","1.Consumidor","1.São Paulo"
"110","1.Consumidor","1.São Paulo"
"111","1.Consumidor","1.São Paulo"
"112","1.Consumidor","1.São Paulo"
"113","1.Consumidor","1.São Paulo"
"114","1.Consumidor","1.São Paulo"
"115","1.Consumidor","1.São Paulo"
"116","1.Consumidor","1.São Paulo"
"117","1.Consumidor","1.São Paulo"
"118","1.Consumidor","1.São Paulo"
"119","1.Consumidor","1.São Paulo"
"120","1.Consumidor","1.São Paulo"
"121","1.Consumidor","1.São Paulo"
"122","1.Consumidor","1.São Paulo"
"123","1.Consumidor","1.São Paulo"
"124","1.Consumidor","1.São Paulo"
"125","1.Consumidor","1.São Paulo"
"126","1.Consumidor","1.São Paulo"
"127","1.Consumidor","1.São Paulo"
"128","1.Consumidor","1.São Paulo"
"129","1.Consumidor","1.São Paulo"
"130","1.Consumidor","1.São Paulo"
"131","1.Consumidor","1.São Paulo"
"132","1.Consumidor","1.São Paulo"
"133","1.Consumidor","1.São Paulo"
"134","1.Consumidor","1.São Paulo"
"135","1.Consumidor","1.São Paulo"
"136","1.Consumidor","1.São Paulo"
"137","1.Consumidor","1.São Paulo"
"138","1.Consumidor","1.São Paulo"
"139","1.Consumidor","1.São Paulo"
"140","1.Consumidor","1.São Paulo"
"141","1.Consumidor","1.São Paulo"
"142","1.Consumidor","1.São Paulo"
"143","1.Consumidor","1.São Paulo"
"144","1.Consumidor","1.São Paulo"
"145","1.Consumidor","1.São Paulo"
"146","1.Consumidor","1.São Paulo"
"147","1.Consumidor","1.São Paulo"
"148","1.Consumidor","1.São Paulo"
"149","1.Consumidor","1.São Paulo"
"150","1.Consumidor","1.São Paulo"
"151","1.Consumidor","1.São Paulo"
"152","1.Consumidor","1.São Paulo"
"153","1.Consumidor","1.São Paulo"
"154","1.Consumidor","1.São Paulo"
"155","1.Consumidor","1.São Paulo"
"156","1.Consumidor","1.São Paulo"
"157","1.Consumidor","1.São Paulo"
"158","1.Consumidor","1.São Paulo"
"159","1.Consumidor","1.São Paulo"
"160","1.Consumidor","1.São Paulo"
"161","1.Consumidor","1.São Paulo"
"162","1.Consumidor","1.São Paulo"
"163","1.Consumidor","1.São Paulo"
"164","1.Consumidor","1.São Paulo"
"165","1.Consumidor","1.São Paulo"
"166","1.Consumidor","1.São Paulo"
"167","1.Consumidor","1.São Paulo"
"168","1.Consumidor","1.São Paulo"
"169","1.Consumidor","1.São Paulo"
"170","1.Consumidor","1.São Paulo"
"171","1.Consumidor","1.São Paulo"
"172","1.Consumidor","1.São Paulo"
"173","1.Consumidor","1.São Paulo"
"174","1.Consumidor","1.São Paulo"
"175","1.Consumidor","1.São Paulo"
"176","1.Consumidor","1.São Paulo"
"177","1.Consumidor","1.São Paulo"
"178","1.Consumidor","1.São Paulo"
"179","1.Consumidor","1.São Paulo"
"180","1.Consumidor","1.São Paulo"
"181","1.Consumidor","1.São Paulo"
"182","1.Consumidor","1.São Paulo"
"183","1.Consumidor","1.São Paulo"
"184","1.Consumidor","1.São Paulo"
"185","1.Consumidor","1.São Paulo"
"186","1.Consumidor","1.São Paulo"
"187","1.Consumidor","1.São Paulo"
"188","1.Consumidor","1.São Paulo"
"189","1.Consumidor","1.São Paulo"
"190","1.Consumidor","1.São Paulo"
"191","1.Consumidor","1.São Paulo"
"192","1.Consumidor","1.São Paulo"
"193","1.Consumidor","1.São Paulo"
"194","1.Consumidor","1.São Paulo"
"195","1.Consumidor","1.São Paulo"
"196","1.Consumidor","1.São Paulo"
"197","1.Consumidor","1.São Paulo"
"198","1.Consumidor","1.São Paulo"
"199","1.Consumidor","1.São Paulo"
"200","1.Consumidor","1.São Paulo"
"201","1.Consumidor","1.São Paulo"
"202","1.Consumidor","1.São Paulo"
"203","1.Consumidor","1.São Paulo"
"204","1.Consumidor","1.São Paulo"
"205","1.Consumidor","1.São Paulo"
"206","1.Consumidor","1.São Paulo"
"207","1.Consumidor","1.São Paulo"
"208","1.Consumidor","1.São Paulo"
"209","1.Consumidor","1.São Paulo"
"210","1.Consumidor","1.São Paulo"
"211","1.Consumidor","1.São Paulo"
"212","1.Consumidor","1.São Paulo"
"213","1.Consumidor","1.São Paulo"
"214","1.Consumidor","1.São Paulo"
"215","1.Consumidor","2.Paraná"
"216","1.Consumidor","2.Paraná"
"217","1.Consumidor","2.Paraná"
"218","1.Consumidor","2.Paraná"
"219","1.Consumidor","2.Paraná"
"220","1.Consumidor","2.Paraná"
"221","1.Consumidor","2.Paraná"
"222","1.Consumidor","2.Paraná"
"223","1.Consumidor","2.Paraná"
"224","1.Consumidor","2.Paraná"
"225","1.Consumidor","2.Paraná"
"226","1.Consumidor","2.Paraná"
"227","1.Consumidor","2.Paraná"
"228","1.Consumidor","2.Paraná"
"229","1.Consumidor","2.Paraná"
"230","1.Consumidor","2.Paraná"
"231","1.Consumidor","2.Paraná"
"232","1.Consumidor","2.Paraná"
"233","1.Consumidor","2.Paraná"
"234","1.Consumidor","2.Paraná"
"235","1.Consumidor","2.Paraná"
"236","1.Consumidor","2.Paraná"
"237","1.Consumidor","2.Paraná"
"238","1.Consumidor","2.Paraná"
"239","1.Consumidor","2.Paraná"
"240","1.Consumidor","2.Paraná"
"241","1.Consumidor","2.Paraná"
"242","1.Consumidor","2.Paraná"
"243","1.Consumidor","2.Paraná"
"244","1.Consumidor","2.Paraná"
"245","1.Consumidor","2.Paraná"
"246","1.Consumidor","2.Paraná"
"247","1.Consumidor","2.Paraná"
"248","1.Consumidor","2.Paraná"
"249","1.Consumidor","2.Paraná"
"250","1.Consumidor","2.Paraná"
"251","1.Consumidor","2.Paraná"
"252","1.Consumidor","2.Paraná"
"253","1.Consumidor","2.Paraná"
"254","1.Consumidor","2.Paraná"
"255","1.Consumidor","2.Paraná"
"256","1.Consumidor","2.Paraná"
"257","1.Consumidor","2.Paraná"
"258","1.Consumidor","2.Paraná"
"259","1.Consumidor","2.Paraná"
"260","1.Consumidor","2.Paraná"
"261","1.Consumidor","2.Paraná"
"262","1.Consumidor","2.Paraná"
"263","1.Consumidor","2.Paraná"
"264","1.Consumidor","2.Paraná"
"265","1.Consumidor","2.Paraná"
"266","1.Consumidor","3.Rio G. do Sul"
"267","1.Consumidor","3.Rio G. do Sul"
"268","1.Consumidor","3.Rio G. do Sul"
"269","1.Consumidor","3.Rio G. do Sul"
"270","1.Consumidor","3.Rio G. do Sul"
"271","1.Consumidor","3.Rio G. do Sul"
"272","1.Consumidor","3.Rio G. do Sul"
"273","1.Consumidor","3.Rio G. do Sul"
"274","1.Consumidor","3.Rio G. do Sul"
"275","1.Consumidor","3.Rio G. do Sul"
"276","1.Consumidor","3.Rio G. do Sul"
"277","1.Consumidor","3.Rio G. do Sul"
"278","1.Consumidor","3.Rio G. do Sul"
"279","1.Consumidor","3.Rio G. do Sul"
"280","1.Consumidor","3.Rio G. do Sul"
"281","1.Consumidor","3.Rio G. do Sul"
"282","1.Consumidor","3.Rio G. do Sul"
"283","1.Consumidor","3.Rio G. do Sul"
"284","1.Consumidor","3.Rio G. do Sul"
"285","1.Consumidor","3.Rio G. do Sul"
"286","1.Consumidor","3.Rio G. do Sul"
"287","1.Consumidor","3.Rio G. do Sul"
"288","1.Consumidor","3.Rio G. do Sul"
"289","1.Consumidor","3.Rio G. do Sul"
"290","1.Consumidor","3.Rio G. do Sul"
"291","1.Consumidor","3.Rio G. do Sul"
"292","1.Consumidor","3.Rio G. do Sul"
"293","1.Consumidor","3.Rio G. do Sul"
"294","1.Consumidor","3.Rio G. do Sul"
"295","1.Consumidor","3.Rio G. do Sul"
"296","1.Consumidor","3.Rio G. do Sul"
"297","1.Consumidor","3.Rio G. do Sul"
"298","1.Consumidor","3.Rio G. do Sul"
"299","1.Consumidor","3.Rio G. do Sul"
"300","1.Consumidor","3.Rio G. do Sul"
"301","1.Consumidor","3.Rio G. do Sul"
"302","1.Consumidor","3.Rio G. do Sul"
"303","1.Consumidor","3.Rio G. do Sul"
"304","1.Consumidor","3.Rio G. do Sul"
"305","1.Consumidor","3.Rio G. do Sul"
"306","1.Consumidor","3.Rio G. do Sul"
"307","1.Consumidor","3.Rio G. do Sul"
"308","1.Consumidor","3.Rio G. do Sul"
"309","1.Consumidor","3.Rio G. do Sul"
"310","1.Consumidor","3.Rio G. do Sul"
"311","1.Consumidor","3.Rio G. do Sul"
"312","1.Consumidor","3.Rio G. do Sul"
"313","1.Consumidor","3.Rio G. do Sul"
"314","1.Consumidor","3.Rio G. do Sul"
"315","1.Consumidor","3.Rio G. do Sul"
"316","1.Consumidor","3.Rio G. do Sul"
"317","1.Consumidor","3.Rio G. do Sul"
"318","1.Consumidor","3.Rio G. do Sul"
"319","1.Consumidor","3.Rio G. do Sul"
"320","1.Consumidor","3.Rio G. do Sul"
"321","1.Consumidor","3.Rio G. do Sul"
"322","1.Consumidor","3.Rio G. do Sul"
"323","1.Consumidor","3.Rio G. do Sul"
"324","1.Consumidor","3.Rio G. do Sul"
"325","1.Consumidor","3.Rio G. do Sul"
"326","1.Consumidor","3.Rio G. do Sul"
"327","1.Consumidor","3.Rio G. do Sul"
"328","1.Consumidor","3.Rio G. do Sul"
"329","1.Consumidor","3.Rio G. do Sul"
"330","1.Consumidor","3.Rio G. do Sul"
"331","1.Consumidor","3.Rio G. do Sul"
"332","1.Consumidor","3.Rio G. do Sul"
"333","1.Consumidor","3.Rio G. do Sul"
"334","1.Consumidor","3.Rio G. do Sul"
"335","1.Consumidor","3.Rio G. do Sul"
"336","1.Consumidor","3.Rio G. do Sul"
"337","1.Consumidor","3.Rio G. do Sul"
"338","1.Consumidor","3.Rio G. do Sul"
"339","1.Consumidor","3.Rio G. do Sul"
"340","1.Consumidor","3.Rio G. do Sul"
"341","1.Consumidor","3.Rio G. do Sul"
"342","1.Consumidor","3.Rio G. do Sul"
"343","1.Consumidor","3.Rio G. do Sul"
"344","1.Consumidor","3.Rio G. do Sul"
"345","1.Consumidor","3.Rio G. do Sul"
"346","1.Consumidor","3.Rio G. do Sul"
"347","1.Consumidor","3.Rio G. do Sul"
"348","1.Consumidor","3.Rio G. do Sul"
"349","1.Consumidor","3.Rio G. do Sul"
"350","1.Consumidor","3.Rio G. do Sul"
"351","1.Consumidor","3.Rio G. do Sul"
"352","1.Consumidor","3.Rio G. do Sul"
"353","1.Consumidor","3.Rio G. do Sul"
"354","1.Consumidor","3.Rio G. do Sul"
"355","1.Consumidor","3.Rio G. do Sul"
"356","1.Consumidor","3.Rio G. do Sul"
"357","1.Consumidor","3.Rio G. do Sul"
"358","1.Consumidor","3.Rio G. do Sul"
"359","1.Consumidor","3.Rio G. do Sul"
"360","1.Consumidor","3.Rio G. do Sul"
"361","1.Consumidor","3.Rio G. do Sul"
"362","1.Consumidor","3.Rio G. do Sul"
"363","1.Consumidor","3.Rio G. do Sul"
"364","1.Consumidor","3.Rio G. do Sul"
"365","1.Consumidor","3.Rio G. do Sul"
"366","1.Consumidor","3.Rio G. do Sul"
"367","1.Consumidor","3.Rio G. do Sul"
"368","1.Consumidor","3.Rio G. do Sul"
"369","1.Consumidor","3.Rio G. do Sul"
"370","1.Consumidor","3.Rio G. do Sul"
"371","1.Consumidor","3.Rio G. do Sul"
"372","1.Consumidor","3.Rio G. do Sul"
"373","1.Consumidor","3.Rio G. do Sul"
"374","1.Consumidor","3.Rio G. do Sul"
"375","1.Consumidor","3.Rio G. do Sul"
"376","1.Consumidor","3.Rio G. do Sul"
"377","2.Produtor","1.São Paulo"
"378","2.Produtor","1.São Paulo"
"379","2.Produtor","1.São Paulo"
"380","2.Produtor","1.São Paulo"
"381","2.Produtor","1.São Paulo"
"382","2.Produtor","1.São Paulo"
"383","2.Produtor","1.São Paulo"
"384","2.Produtor","1.São Paulo"
"385","2.Produtor","1.São Paulo"
"386","2.Produtor","1.São Paulo"
"387","2.Produtor","1.São Paulo"
"388","2.Produtor","1.São Paulo"
"389","2.Produtor","1.São Paulo"
"390","2.Produtor","1.São Paulo"
"391","2.Produtor","1.São Paulo"
"392","2.Produtor","1.São Paulo"
"393","2.Produtor","1.São Paulo"
"394","2.Produtor","1.São Paulo"
"395","2.Produtor","1.São Paulo"
"396","2.Produtor","1.São Paulo"
"397","2.Produtor","1.São Paulo"
"398","2.Produtor","1.São Paulo"
"399","2.Produtor","1.São Paulo"
"400","2.Produtor","1.São Paulo"
"401","2.Produtor","1.São Paulo"
"402","2.Produtor","1.São Paulo"
"403","2.Produtor","1.São Paulo"
"404","2.Produtor","1.São Paulo"
"405","2.Produtor","1.São Paulo"
"406","2.Produtor","1.São Paulo"
"407","2.Produtor","1.São Paulo"
"408","2.Produtor","1.São Paulo"
"409","2.Produtor","1.São Paulo"
"410","2.Produtor","1.São Paulo"
"411","2.Produtor","1.São Paulo"
"412","2.Produtor","1.São Paulo"
"413","2.Produtor","1.São Paulo"
"414","2.Produtor","1.São Paulo"
"415","2.Produtor","1.São Paulo"
"416","2.Produtor","1.São Paulo"
"417","2.Produtor","1.São Paulo"
"418","2.Produtor","1.São Paulo"
"419","2.Produtor","1.São Paulo"
"420","2.Produtor","1.São Paulo"
"421","2.Produtor","1.São Paulo"
"422","2.Produtor","1.São Paulo"
"423","2.Produtor","1.São Paulo"
"424","2.Produtor","1.São Paulo"
"425","2.Produtor","1.São Paulo"
"426","2.Produtor","1.São Paulo"
"427","2.Produtor","1.São Paulo"
"428","2.Produtor","1.São Paulo"
"429","2.Produtor","1.São Paulo"
"430","2.Produtor","1.São Paulo"
"431","2.Produtor","1.São Paulo"
"432","2.Produtor","1.São Paulo"
"433","2.Produtor","1.São Paulo"
"434","2.Produtor","1.São Paulo"
"435","2.Produtor","1.São Paulo"
"436","2.Produtor","1.São Paulo"
"437","2.Produtor","1.São Paulo"
"438","2.Produtor","1.São Paulo"
"439","2.Produtor","1.São Paulo"
"440","2.Produtor","1.São Paulo"
"441","2.Produtor","1.São Paulo"
"442","2.Produtor","1.São Paulo"
"443","2.Produtor","1.São Paulo"
"444","2.Produtor","1.São Paulo"
"445","2.Produtor","1.São Paulo"
"446","2.Produtor","1.São Paulo"
"447","2.Produtor","1.São Paulo"
"448","2.Produtor","1.São Paulo"
"449","2.Produtor","1.São Paulo"
"450","2.Produtor","1.São Paulo"
"451","2.Produtor","1.São Paulo"
"452","2.Produtor","1.São Paulo"
"453","2.Produtor","1.São Paulo"
"454","2.Produtor","1.São Paulo"
"455","2.Produtor","1.São Paulo"
"456","2.Produtor","1.São Paulo"
"457","2.Produtor","1.São Paulo"
"458","2.Produtor","1.São Paulo"
"459","2.Produtor","1.São Paulo"
"460","2.Produtor","1.São Paulo"
"461","2.Produtor","1.São Paulo"
"462","2.Produtor","1.São Paulo"
"463","2.Produtor","1.São Paulo"
"464","2.Produtor","1.São Paulo"
"465","2.Produtor","1.São Paulo"
"466","2.Produtor","1.São Paulo"
"467","2.Produtor","1.São Paulo"
"468","2.Produtor","1.São Paulo"
"469","2.Produtor","1.São Paulo"
"470","2.Produtor","1.São Paulo"
"471","2.Produtor","1.São Paulo"
"472","2.Produtor","1.São Paulo"
"473","2.Produtor","1.São Paulo"
"474","2.Produtor","1.São Paulo"
"475","2.Produtor","1.São Paulo"
"476","2.Produtor","1.São Paulo"
"477","2.Produtor","1.São Paulo"
"478","2.Produtor","1.São Paulo"
"479","2.Produtor","1.São Paulo"
"480","2.Produtor","1.São Paulo"
"481","2.Produtor","1.São Paulo"
"482","2.Produtor","1.São Paulo"
"483","2.Produtor","1.São Paulo"
"484","2.Produtor","1.São Paulo"
"485","2.Produtor","1.São Paulo"
"486","2.Produtor","1.São Paulo"
"487","2.Produtor","1.São Paulo"
"488","2.Produtor","1.São Paulo"
"489","2.Produtor","1.São Paulo"
"490","2.Produtor","1.São Paulo"
"491","2.Produtor","1.São Paulo"
"492","2.Produtor","1.São Paulo"
"493","2.Produtor","1.São Paulo"
"494","2.Produtor","1.São Paulo"
"495","2.Produtor","1.São Paulo"
"496","2.Produtor","1.São Paulo"
"497","2.Produtor","1.São Paulo"
"498","2.Produtor","1.São Paulo"
"499","2.Produtor","1.São Paulo"
"500","2.Produtor","1.São Paulo"
"501","2.Produtor","1.São Paulo"
"502","2.Produtor","1.São Paulo"
"503","2.Produtor","1.São Paulo"
"504","2.Produtor","1.São Paulo"
